1,16,3,1,202.066699
1,16,3,32,41.107200
1,16,3,64,41.120944
1,16,3,128,41.100306
1,16,3,256,41.111499
1,16,3,512,28.046825
1,16,3,1024,30.603454
2,16,3,1,140.325021
2,16,3,32,18.429098
2,16,3,64,15.291828
2,16,3,128,14.116658
2,16,3,256,13.728907
2,16,3,512,16.082377
2,16,3,1024,17.088439
4,16,3,1,140.169783
4,16,3,32,17.764666
4,16,3,64,14.647274
4,16,3,128,13.317804
4,16,3,256,12.856948
4,16,3,512,14.456483
4,16,3,1024,15.052570
1,16,5,1,261.997655
1,16,5,32,82.067632
1,16,5,64,82.084997
1,16,5,128,41.137482
1,16,5,256,41.120108
1,16,5,512,44.029717
1,16,5,1024,49.254184
2,16,5,1,222.170909
2,16,5,32,29.178594
2,16,5,64,24.363538
2,16,5,128,22.959136
2,16,5,256,21.746921
2,16,5,512,26.184602
2,16,5,1024,27.972009
4,16,5,1,219.391539
4,16,5,32,28.302344
4,16,5,64,23.486328
4,16,5,128,21.720608
4,16,5,256,20.922200
4,16,5,512,23.822448
4,16,5,1024,24.937753
1,16,7,1,382.002819
1,16,7,32,82.068585
1,16,7,64,82.079089
1,16,7,128,82.093816
1,16,7,256,82.076481
1,16,7,512,61.779566
1,16,7,1024,67.851677
2,16,7,1,297.787659
2,16,7,32,40.642139
2,16,7,64,34.700037
2,16,7,128,31.187726
2,16,7,256,31.097714
2,16,7,512,36.178256
2,16,7,1024,37.262157
4,16,7,1,304.170656
4,16,7,32,38.915647
4,16,7,64,32.421191
4,16,7,128,29.789652
4,16,7,256,28.492750
4,16,7,512,32.027995
4,16,7,1024,33.762245
